"","taxa","count","family","genus","species"
"9795","Polygonum sp.",101,"Polygonaceae","Polygonum",""
"9947","Polysphaeridium zoharyi",101,NA,NA,NA
"10025","Potentilla erecta",101,"Rosaceae","Potentilla","erecta"
"10675","Rhizophoraceae",101,"Rhizophoraceae","",""
"11696","Sordaria undiff.",101,NA,NA,NA
"12166","Talipariti tiliaceum",101,"Malvaceae","Hibiscus","tilliaceus"
"975","Arctostaphylos uva-ursi",100,"Ericaceae","Arctostaphylos",""
"1547","Betula glandulosa-type",100,"Betulaceae","Betula","glandulosa"
"1631","Blechnaceae",100,"Blechnaceae","",""
"1917","Butia",100,"Arecaceae","Butia",""
"2342","Celtis occidentalis",100,"Cannabaceae","Celtis","occidentalis"
"3170","cf. Sapium",100,"Euphorbiaceae","Sapium",""
"3451","Chrysosplenium oppositifolium",100,"Saxifragaceae","Chrysosplenium","oppositifolium"
"4700","Dryopteris fragrans",100,"Dryopteridaceae","Dryopteris","fragrans"
"4806","Elatine",100,"Elatinaceae","Elatine",""
"7695","Magnoliatae indeterminata",100,NA,NA,NA
"7990","Microcachrys",100,"Podocarpaceae","Microcachrys",""
"8301","Myriophyllum alterniflorum-type",100,"Haloragaceae","Myriophyllum","alterniflorum"
"9407","Pistacia terebinthus",100,"Anacardiaceae","Pistacia","terebinthus"
"10625","Rhamnaceae cf. Colubrina glandulosa",100,"Rhamnaceae",NA,""
"11885","Spiniferites",100,NA,NA,NA
"12125","Symplocos canescens",100,"Symplocaceae","Symplocos","canescens"
"12446","Tracheophyta undiff.",100,NA,NA,NA
"12606","Trilepisium-type madagascariense",100,"Moraceae","Trilepisium","madagascariense"
"13517","Verbenaceae undiff.",100,"Verbenaceae","",""
"179","Adelobotrys",99,"Melastomataceae","Adelobotrys",""
"790","Anthostema",99,"Euphorbiaceae","Anthostema",""
"961","Arceuthobium azoricum",99,"Santalaceae","Arceuthobium","azoricum"
"1748","Botryococcaceae",99,NA,NA,NA
"1863","Bryophyta sensu lato",99,"","",""
"2845","cf. Gnaphalium",99,"Asteraceae","Gnaphalium",""
"3314","cf. Vitis",99,"Vitaceae","Vitis",""
"3831","Copepoda (type 28, HdV)",99,NA,NA,NA
"5657","Fraxinus latifolia",99,"Oleaceae","Fraxinus","latifolia"
"5829","Fungi (type 564, Kuhry 1988)",99,NA,NA,NA
"7849","Mecardonia-type",99,"Plantaginaceae","Mecardonia",""
"8032","Mimosa (type II)",99,"Fabaceae","Mimosa",""
"8567","Oenothera",99,"Onagraceae","Oenothera",""
"8770","Oxygonum",99,"Polygonaceae","Oxygonum",""
"8834","Papaver-type",99,"Papaveraceae","Papaver",""
"9386","Pinus-type",99,"Pinaceae","Pinus",""
"10909","Rumex aquaticus",99,"Polygonaceae","Rumex","aquaticus"
"11708","Sorindeia-type (S. juglandifolia)",99,"Anacardiaceae","Sorindeia",""
"12253","Testate amoebae",99,NA,NA,NA
"12609","Trilete spores/Sphagnum",99,"Sphagnaceae","Sphagnum",""
"12846","Unknown (inaperturate)",99,NA,NA,NA
"12890","Unknown (monolete, type A)",99,NA,NA,NA
"13073","Unknown (type 16)",99,NA,NA,NA
"244","Aeschynomene baumii-type",98,"Fabaceae","Aeschynomene","baumii"
"387","Algae? (type 229, HdV)",98,NA,NA,NA
"1204","Aster/Achillea-type",98,"Asteraceae",NA,""
"1335","Atriplex",98,"Amaranthaceae","Atriplex",""
"1905","Bursaria",98,"Pittosporaceae","Bursaria",""
"3505","Cirsium/Gundelia-type",98,"Asteraceae",NA,""
"4169","Cyathea comp.",98,"Cyatheaceae","Cyathea",""
"4261","Cyperaceae (type 1)",98,"Cyperaceae","",""
"8018","Milicia-type excelsa",98,"Moraceae","Milicia","excelsa"
"9159","Phylica",98,"Rhamnaceae","Phylica",""
"9561","Pleuroxus trigonellus",98,NA,NA,NA
"10069","Primula hirsuta-type",98,"Primulaceae","Primula","hirsuta"
"12494","Trichilia",98,"Meliaceae","Trichilia",""
"12779","Undetermined diatom",98,NA,NA,NA
"1259","Asteroideae (type I)",97,"Asteraceae","",""
"1745","Botrychium undiff.",97,"Ophioglossaceae","Botrychium",""
"2500","Cerinthe",97,"Boraginaceae","Cerinthe",""
"4046","Crudia-type gabonensis",97,"Fabaceae","Crudia","gabonensis"
"4118","Cupressus-type",97,"Cupressaceae","Cupressus",""
"4693","Dryopteris cristata",97,"Dryopteridaceae","Dryopteris","cristata"
"4903","Ephedra torreyana",97,"Ephedraceae","Ephedra","torreyana"
"5007","Eriogonum-type",97,"Polygonaceae","Eriogonum",""
"5044","Erythroxylum (type 2)",97,"Erythroxylaceae","Erythroxylum",""
"5574","Filipendula vulgaris-type",97,"Rosaceae","Filipendula","vulgaris"
"9414","Pittosporaceae",97,"Pittosporaceae","",""
"10018","Potamogetonaceae undiff.",97,"Potamogetonaceae","",""
"10361","Pulmonaria-type",97,"Boraginaceae","Pulmonaria",""
"10426","Quercus garryana",97,"Fagaceae","Quercus","garryana"
"10565","Raphia-type",97,"Arecaceae","Raphia",""
"12300","Thalictrum aquilegiifolium",97,"Ranunculaceae","Thalictrum","aquilegiifolium"
"12962","Unknown (trilete, echinate)",97,NA,NA,NA
"600","Anacardiaceae cf. Spondias",96,"Anacardiaceae",NA,""
"1168","Asphodelus-type",96,"Asphodelaceae","Asphodelus",""
"2912","cf. Larix",96,"Pinaceae","Larix",""
"4129","Cuscuta europaea-type",96,"Convolvulaceae","Cuscuta","europaea"
"5377","Euterpe/Geonoma",96,"Arecaceae",NA,""
"5528","Faramea",96,"Rubiaceae","Faramea",""
"5564","Filinia",96,NA,NA,NA
"6142","Gomphrena-type",96,"Amaranthaceae","Gomphrena",""
"6599","Hymenodictyon",96,"Rubiaceae","Hymenodictyon",""
"6774","Iridaceae/Amaryllidaceae",96,NA,"",""
"7634","Mabea-type",96,"Euphorbiaceae","Mabea",""
"7719","Malouetia",96,"Apocynaceae","Malouetia",""
"9000","Penium",96,NA,NA,NA
"10148","Prunus cf. P. padus",96,"Rosaceae","Prunus",""
"11873","Sphagnum undiff.",96,"Sphagnaceae","Sphagnum",""
"11884","Spinacia-type",96,"Amaranthaceae","Spinacia",""
"12506","Trichocladium opacum (type 10, HdV)",96,NA,NA,NA
"12540","Tricolpopollenites henrici",96,NA,NA,NA
"12608","Trilete fern-spore spike",96,NA,NA,NA
"12650","Triumfetta-type",96,"Malvaceae","Triumfetta",""
"2031","Calyptrocarya",95,"Cyperaceae","Calyptrocarya",""
"4270","Cyperus (type 1)",95,"Cyperaceae","Cyperus",""
"4959","Erica umbellata-type",95,"Ericaceae","Erica","umbellata"
"5926","Galium palustre",95,"Rubiaceae","Galium","palustre"
"6345","Helianthemum oelandicum subsp. alpestris",95,"Cistaceae","Helianthemum",""
"6502","Hordeum/Triticum",95,"Poaceae",NA,""
"9385","Pinus wallichiana",95,"Pinaceae","Pinus","wallichiana"
"9474","Plantago lagopus-type",95,"Plantaginaceae","Plantago","lagopus"
"10447","Quercus rubra",95,"Fagaceae","Quercus","rubra"
"10672","Rhizophora sp.",95,"Rhizophoraceae","Rhizophora",""
"11858","Spermatophyta undiff. (unknown)",95,NA,NA,NA
"488","Alphitonia",94,"Rhamnaceae","Alphitonia",""
"2259","Castanopsis comp.",94,"Fagaceae","Castanopsis",""
"2802","cf. Euphorbiaceae",94,"Euphorbiaceae","",""
"3125","cf. Rhizophora",94,"Rhizophoraceae","Rhizophora",""
"4331","Dampiera",94,"Goodeniaceae","Dampiera",""
"5501","Fagopyrum-type",94,"Polygonaceae","Fagopyrum",""
"6482","Holodiscus-type",94,"Rosaceae","Holodiscus",""
"7012","Lactucoideae undiff.",94,"Asteraceae","",""
"8345","Myrtaceae (type 1)",94,"Myrtaceae","",""
"8394","Nauclea",94,"Rubiaceae","Nauclea",""
"9122","Phillyrea-type",94,"Oleaceae","Phillyrea",""
"12223","Tecoma",94,"Bignoniaceae","Tecoma",""
"12784","Unknown (aquatic)",94,NA,NA,NA
"12793","Unknown (black chips)",94,NA,NA,NA
"13061","Unknown (type 150, HdV)",94,NA,NA,NA
"13184","Unknown (type 32)",94,NA,NA,NA
"13595","Viola palustris-type",94,"Violaceae","Viola","palustris"
"13737","Zanthoxylum usambarense-type",94,"Rutaceae","Zanthoxylum","usambarense"
"630","Andromeda",93,"Ericaceae","Andromeda",""
"1126","Asclepiadeae",93,NA,NA,NA
"1798","Breynia",93,"Phyllanthaceae","Breynia",""
"1858","Bryophyta (type 340, HdV)",93,"","",""
"2140","Cardiospermum",93,"Sapindaceae","Cardiospermum",""
"3564","Cladocera undiff.",93,NA,NA,NA
"3676","Codonocarpus",93,"Gyrostemonaceae","Codonocarpus",""
"4654","Drimys lanceolata",93,"Winteraceae","Tasmannia","lanceolata"
"5557","Ficus carica",93,"Moraceae","Ficus","carica"
"5949","Garrya",93,"Garryaceae","Garrya",""
"9022","Peperomia",93,"Piperaceae","Peperomia",""
"9291","Pinus (degraded)",93,"Pinaceae","Pinus",""
"9380","Pinus sylvestris/P. mugo",93,"Pinaceae","Pinus",""
"11403","Selaginella cf. S. marginata",93,"Selaginellaceae","Selaginella",""
"13127","Unknown (type 201)",93,NA,NA,NA
"413","Allenrolfea occidentalis",92,"Amaranthaceae","Allenrolfea","occidentalis"
"562","Ammi",92,"Apiaceae","Ammi",""
"634","Andropogon",92,"Poaceae","Andropogon",""
"1362","Avena",92,"Poaceae","Avena",""
"3521","Cistaceae undiff.",92,"Cistaceae","",""
"3871","Coriaria myrtifolia",92,"Coriariaceae","Coriaria","myrtifolia"
"5405","Fabaceae (psilate, type 1)",92,"Fabaceae","",""
"5420","Fabaceae (shrubs)",92,"Fabaceae","",""
"6229","Gymnoschoenus",92,"Cyperaceae","Gymnoschoenus",""
"6294","Handroanthus",92,"Bignoniaceae","Handroanthus",""
"6330","Heleopera",92,NA,NA,NA
"6417","Heteromorpha",92,"Apiaceae","Heteromorpha",""
"6713","Indeterminable (destroyed)",92,NA,NA,NA
"6770","Iridaceae (type I)",92,"Iridaceae","",""
"6970","Koenigia",92,"Polygonaceae","Koenigia",""
"9185","Phyllanthus-type (P. rivae)",92,"Phyllanthaceae","Phyllanthus",""
"10133","Prunella",92,"Lamiaceae","Prunella",""
"10973","Ruta",92,"Rutaceae","Ruta",""
"15","Abies sp.",91,NA,"Abies",""
"48","Acacia/Parkia",91,"Fabaceae",NA,""
"3119","cf. Rhamnaceae",91,"Rhamnaceae","",""
"3554","Cladium cf. C. mariscus",91,"Cyperaceae","Cladium",""
"4453","Dicksonia-type",91,"Dicksoniaceae","Dicksonia",""
"6171","Grammitis-type",91,"Polypodiaceae","Grammitis",""
"6906","Juniperus sabina",91,"Cupressaceae","Juniperus","sabina"
"10530","Ranunculus lingua-type",91,"Ranunculaceae","Ranunculus","lingua"
"10764","Rivularia-type",91,NA,NA,NA
"11479","Seriphium kilimandscharicum-type",91,"Asteraceae","Seriphium","kilimandscharicum"
"12131","Symplocos tenuifolia-type",91,"Symplocaceae","Symplocos","tenuifolia"
"12235","Tephrosia",91,"Fabaceae","Tephrosia",""
"194","Adenostoma",90,"Rosaceae","Adenostoma",""
"257","Aextoxicon punctatum",90,"Aextoxicaceae","Aextoxicon","punctatum"
"317","Aizoaceae undiff.",90,"Aizoaceae","",""
"479","Alona rustica (type 72, HdV)",90,"","Alona",""
"861","Apiaceae (type 2)",90,"Apiaceae","",""
"1015","Arecaceae-type (Mauritius type 137, de Boer)",90,"Arecaceae","",""
"1639","Blechnum comp.",90,"Blechnaceae","Blechnum",""
"1912","Burseraceae",90,"Burseraceae","",""
"4557","Diporotheca webbiae",90,NA,NA,NA
"5545","Festuca",90,"Poaceae","Festuca",""
"5821","Fungi (type 53, HdV)",90,NA,NA,NA
"6347","Helianthemum oelandicum-type",90,"Cistaceae","Helianthemum","oelandicum"
"6412","Herniaria glabra-type",90,"Caryophyllaceae","Herniaria","glabra"
"6428","Hexarthra mira",90,NA,NA,NA
"6830","Jacaranda (type 2)",90,"Bignoniaceae","Jacaranda",""
"7543","Lycopodium clavatum/Diphasiastrum complanatum",90,"Lycopodiaceae","Lycopodium",""
"7975","Micranthes cf. M. stellaris",90,NA,"Micranthes",""
"8196","Morella salicifolia",90,"Myricaceae","Morella","salicifolia"
"9296","Pinus (small)",90,"Pinaceae","Pinus",""
"11068","Salvadora-type persica",90,"Salvadoraceae","Salvadora","persica"
"11432","Selaginella wallacei-type",90,"Selaginellaceae","Selaginella","wallacei"
"11625","Socratea-type",90,"Arecaceae","Socratea",""
"11872","Sphagnum sp.",90,"Sphagnaceae","Sphagnum",""
"12698","Typha (tetrad) undiff.",90,"Typhaceae","Typha",""
"1306","Astropanax mannii-type",89,"Araliaceae","Astropanax","mannii"
"2297","Ceanothus-type",89,"Rhamnaceae","Ceanothus",""
"4201","Cyathula-type orthacantha",89,"Amaranthaceae","Cyathula","orthacantha"
"4296","Cytisus",89,"Fabaceae","Cytisus",""
"7444","Loranthus",89,"Loranthaceae","Loranthus",""
"7845","Maytenus disticha-type",89,"Celastraceae","Maytenus","disticha"
"7852","Medicago",89,"Fabaceae","Medicago",""
"7989","Micrhystridium (type 115, HdV)",89,NA,NA,NA
"8220","Mougeotia sp.",89,NA,NA,NA
"8468","Nothofagus antarctica-type",89,"Nothofagaceae","Nothofagus","antarctica"
"9405","Pistacia lentiscus",89,"Anacardiaceae","Pistacia","lentiscus"
"10420","Quercus comp.",89,"Fagaceae","Quercus",""
"11025","Salicaceae undiff.",89,"Salicaceae","",""
"11069","Salvadoraceae",89,"Salvadoraceae","",""
"11074","Salvia-type",89,"Lamiaceae","Salvia",""
"12758","Ulmus americana",89,"Ulmaceae","Ulmus","americana"
"12989","Unknown (triporate, scabrate)",89,NA,NA,NA
"13378","Urticaceae (type 1)",89,"Urticaceae","",""
"13551","Viburnum nudum",89,"Viburnaceae","Viburnum","nudum"
"13709","Xylocarpus",89,"Meliaceae","Xylocarpus",""
"350","Aldina",88,"Fabaceae","Aldina",""
"1354","Austroblechnum penna-marina",88,"Blechnaceae","Blechnum",""
"1436","Banara/Xylosma-type",88,"Salicaceae",NA,""
"1518","Berula erecta-type",88,"Apiaceae","Berula","erecta"
"1821","Bromeliaceae undiff.",88,"Bromeliaceae","",""
"4607","Dodonaea viscosa var. angustifolia",88,"Sapindaceae","Dodonaea",""
"5252","Eudicotyledoneae (tricolporate, scabrate, Mauritius type 28, de Boer)",88,NA,NA,NA
"5569","Filipendula cf. F. ulmaria",88,"Rosaceae","Filipendula",""
"5968","Gelasinospora cf. G. retispora (type 2, HdV)",88,NA,NA,NA
"6912","Jurinea-type",88,"Asteraceae","Jurinea",""
"7576","Lycopus",88,"Lamiaceae","Lycopus",""
"7638","Macaranga comp.",88,"Euphorbiaceae","Macaranga",""
"7717","Mallotus-type (M. oppositifolius)",88,"Euphorbiaceae","Mallotus",""
"8036","Mimosa aff. M. pudica",88,"Fabaceae","Mimosa",""
"10472","Radiola",88,"Linaceae","Radiola",""
"11062","Salsola kali",88,"Amaranthaceae","Salsola","kali"
"13549","Viburnum lentago",88,"Viburnaceae","Viburnum","lentago"
"13642","Vochysia",88,"Vochysiaceae","Vochysia",""
"435","Alnus (hexaporate)",87,"Betulaceae","Alnus",""
"1754","Botryococcus pila",87,NA,NA,NA
"1865","Bryophyta/Marchantiophyta",87,"","",""
"2104","Capparaceae undiff.",87,"Capparaceae","",""
"2177","Carpinus orientalis-type",87,"Betulaceae","Carpinus","orientalis"
"2232","Caspidinium rugosum",87,NA,NA,NA
"2409","Centaurium pulchellum-type",87,"Gentianaceae","Centaurium","pulchellum"
"3828","Copaifera-type",87,"Fabaceae","Copaifera",""
"4245","Cyperaceae (<50 µm)",87,"Cyperaceae","",""
"4306","Dacrycarpus imbricatus",87,"Podocarpaceae","Dacrycarpus","imbricatus"
"4313","Dacryodes-type",87,"Burseraceae","Dacryodes",""
"4363","Davallia comp.",87,"Davalliaceae","Davallia",""
"4838","Encephalartos",87,"Zamiaceae","Encephalartos",""
"6037","Geoglossum sphagnophilum",87,NA,NA,NA
"8355","Myrtaceae (type 55)",87,"Myrtaceae","",""
"8683","Oribatida (type 36, HdV)",87,NA,NA,NA
"8950","Pediastrum longicorne",87,NA,NA,NA
"11875","Sphagnum/Typha",87,NA,NA,""
"11962","Staurastrum",87,NA,NA,NA
"12875","Unknown (monolete, psilate, type 2)",87,NA,NA,NA
"604","Anacardium-type",86,"Anacardiaceae","Anacardium",""
"1321","Athyriaceae",86,"Athyriaceae","",""
"1420","Balanops",86,"Balanopaceae","Balanops",""
"1512","Bersama abyssinica",86,"Francoaceae","Bersama","abyssinica"
"4309","Dacrydium franklinii",86,"Podocarpaceae","Lagarostrobos","franklinii"
"4315","Dactylobiotus",86,NA,NA,NA
"6196","Guatteria",86,"Annonaceae","Guatteria",""
"6325","Hedysarum hedysaroides",86,"Fabaceae","Hedysarum","hedysaroides"
"8292","Myricaria",86,"Tamaricaceae","Myricaria",""
"8512","Nymphaea cf. N. candida",86,"Nymphaeaceae","Nymphaea",""
"8668","Oplopanax horridus",86,"Araliaceae","Oplopanax","horridus"
"8766","Oxalis acetosella",86,"Oxalidaceae","Oxalis","acetosella"
"9120","Phillyrea angustifolia-type",86,"Oleaceae","Phillyrea","angustifolia"
"9683","Podocarpus spp.",86,"Podocarpaceae","Podocarpus",""
"11463","Senna obtusifolia",86,"Fabaceae","Senna","obtusifolia"
"12208","Tarenna-type",86,"Rubiaceae","Tarenna",""
"13060","Unknown (type 15)",86,NA,NA,NA
"137","Aciphylla",85,"Apiaceae","Aciphylla",""
"227","Aegiphila",85,"Lamiaceae","Aegiphila",""
"459","Alnus sp.",85,"Betulaceae","Alnus",""
"792","Anthostema-type",85,"Euphorbiaceae","Anthostema",""
"813","Anthyllis",85,"Fabaceae","Anthyllis",""
"2124","Carabidae (type 107, HdV)",85,NA,NA,NA
"2368","Centaurea collina",85,"Asteraceae","Centaurea","collina"
"4847","Englerophytum",85,"Sapotaceae","Englerophytum",""
"5546","Festuca-type",85,"Poaceae","Festuca",""
"5599","Flueggea-type virosa",85,"Phyllanthaceae","Flueggea","virosa"
"7373","Lobelia dortmanna",85,"Campanulaceae","Lobelia","dortmanna"
"7811","Martretia",85,"Phyllanthaceae","Martretia",""
"7899","Meliola niessleana",85,NA,NA,NA
"8066","mimosoid clade (type I, small)",85,NA,NA,NA
"8450","Nigella",85,"Ranunculaceae","Nigella",""
"9036","Periploca",85,"Apocynaceae","Periploca",""
"9929","Polypodium comp.",85,"Polypodiaceae","Polypodium",""
"9954","Polytrichum",85,"Polytrichaceae","Polytrichum",""
"11673","Sonneratia",85,"Lythraceae","Sonneratia",""
"12128","Symplocos lanceolata-type",85,"Symplocaceae","Symplocos","oblongifolia"
"12221","Teclea",85,"Rutaceae","Vepris",""
"13045","Unknown (type 14)",85,NA,NA,NA
"61","Acalypha (triporate)",84,"Euphorbiaceae","Acalypha",""
"69","Acalypha undiff.",84,"Euphorbiaceae","Acalypha",""
"565","Ammi-type",84,"Apiaceae","Ammi",""
"906","Apuleia",84,"Fabaceae","Apuleia",""
"1323","Athyrium alpestre",84,"Aspleniaceae","Athyrium","filix-femina"
"1760","Bowdichia",84,"Fabaceae","Bowdichia",""
"2179","Carpinus undiff.",84,"Betulaceae","Carpinus",""
"2499","Cerebropollenites",84,NA,NA,NA
"5870","Fungi (type 92, HdV)",84,NA,NA,NA
"5984","Genista/Ulex",84,"Fabaceae",NA,""
"6124","Glyceria maxima",84,"Poaceae","Glyceria","maxima"
"6366","Heliocarpus",84,"Malvaceae","Heliocarpus",""
"6908","Juniperus-type procera",84,"Cupressaceae","Juniperus","procera"
"8067","mimosoid clade (type I)",84,NA,NA,NA
"8073","mimosoid clade undiff.",84,NA,NA,NA
"8219","Mougeotia laetevirens",84,NA,NA,NA
"8516","Nymphaea sp.",84,"Nymphaeaceae","Nymphaea",""
"8700","Ormosia",84,"Fabaceae","Ormosia",""
"8906","Paullinia pinnata",84,"Sapindaceae","Paullinia","pinnata"
"9528","Platyhelminthes (type 353A, HdV)",84,NA,NA,NA
"10004","Potamogeton natans",84,"Potamogetonaceae","Potamogeton","natans"
"11498","Sesuvium",84,"Aizoaceae","Sesuvium",""
"12202","Tarchonanthus camphoratus",84,"Asteraceae","Tarchonanthus","camphoratus"
"13181","Unknown (type 304, HdV)",84,NA,NA,NA
"411","Alismataceae undiff.",83,"Alismataceae","",""
"1001","Arecaceae (type II)",83,"Arecaceae","",""
"1685","Bombax",83,"Malvaceae","Bombax",""
"3511","Cissampelos mucronata-type",83,"Menispermaceae","Cissampelos","mucronata"
"3514","Cissampelos-type mucronata",83,"Menispermaceae","Cissampelos","mucronata"
"3950","Cosmarium",83,"Ranunculaceae","Adonis",""
"4686","Dryopteris carthusiana",83,"Dryopteridaceae","Dryopteris","carthusiana"
"4843","Engelhardia cf. E. spicata",83,"Juglandaceae","Engelhardia",""
"5193","Eudicotyledoneae (tricolporate, microreticulate, type I)",83,NA,NA,NA
"6317","Hedyosmum brasiliense",83,"Chloranthaceae","Hedyosmum","brasiliense"
"7367","Littorella-type",83,"Plantaginaceae","Littorella",""
"8016","Mikania",83,"Asteraceae","Mikania",""
"8039","Mimosa cf. M. pudica",83,"Fabaceae","Mimosa",""
"8078","Mimusops",83,"Sapotaceae","Mimusops",""
"9628","Poaceae (large)",83,"Poaceae","",""
"10897","Rumex acetosa group",83,"Polygonaceae","Rumex",""
"11277","Schizolobium sp.",83,"Fabaceae","Schizolobium",""
"11760","Spermacoce-type radiata",83,"Rubiaceae","Spermacoce","radiata"
"12336","Thesium",83,"Santalaceae","Thesium",""
"12387","Tilioideae undiff.",83,NA,NA,NA
"12649","Triumfetta",83,"Malvaceae","Triumfetta",""
"13654","Warszewiczia",83,"Rubiaceae","Warszewiczia",""
"548","Ambrosia maritima",82,"Asteraceae","Ambrosia","artemisiifolia"
"1242","Asterales",82,"","",""
"3537","Cistus monspeliensis-type",82,"Cistaceae","Cistus","monspeliensis"
"4326","Dalea undiff.",82,"Fabaceae","Dalea",""
"5208","Eudicotyledoneae (tricolporate, psilate, thick exine)",82,NA,NA,NA
"5376","Euterpe-type",82,"Arecaceae","Euterpe",""
"7037","Lamanonia cf. L. speciosa",82,"Cunoniaceae","Lamanonia",""
"7596","Lysimachia azorica",82,"Primulaceae","Lysimachia","nemorum"
"8470","Nothofagus brassii",82,"Nothofagaceae","Nothofagus","brassii"
"8865","Parkinsonia",82,"Fabaceae","Parkinsonia",""
"9288","Pinus (broken)",82,"Pinaceae","Pinus",""
"9290","Pinus (crumpled)",82,"Pinaceae","Pinus",""
"10270","Psylliostachys",82,"Plumbaginaceae","Psylliostachys",""
"10380","Pycnanthus angolensis-type",82,"Myristicaceae","Pycnanthus","angolensis"
"10473","Radiola linoides",82,"Linaceae","Radiola","linoides"
"11287","Schoenoplectus-type",82,"Cyperaceae","Schoenoplectus",""
