taxa,count,family,genus,species,corrected
Lasianthus,44,Rubiaceae,Lasianthus,,
Leonotis,44,Lamiaceae,Leonotis,,
Lycopodiella alopecuroides-type,44,Lycopodiaceae,Lycopodiella,,
Machaerium/Byrsonima (type 1),44,NA,NA,NA,
Minuartia verna-type,44,Caryophyllaceae,Minuartia,,
Myriophyllum heterophyllum,44,Haloragaceae,Myriophyllum,heterophyllum,
Narthecium-type,44,NA,NA,NA,
Peltophorum,44,Fabaceae,Peltophorum,,
Peucedanum palustre,44,Apiaceae,Peucedanum,palustre,
Phleum alpinum,44,Poaceae,Phleum,alpinum,
Plantago maritima sensu lato,44,Plantaginaceae,Plantago,,
Poaceae (small),44,Poaceae,,,
Podocarpus-type,44,NA,NA,NA,
Potamogeton pectinatus-type,44,Potamogetonaceae,Potamogeton,,
Pseudopediastrum boryanum undiff.,44,NA,NA,NA,
Pseudopediastrum perforatum,44,NA,NA,NA,
Reseda-type,44,NA,NA,NA,
Sauvagesia,44,Ochnaceae,Sauvagesia,,
Saxifraga oppositifolia/S. aizoides-type,44,Saxifragaceae,Saxifraga,,
Spermacoce radiata-type,44,Rubiaceae,Spermacoce,,
"Unknown (monolete, psilate, small)",44,NA,NA,NA,
Waltheria,44,Malvaceae,Waltheria,,
Zygnema/Spirogyra,44,NA,NA,NA,
Aerva-type javanica,43,NA,NA,NA,
Alnus suaveolens,43,Betulaceae,Alnus,alnobetula,
Amaranthaceae (<20 µm),43,Amaranthaceae,,,
Anthurium schlechtendalii ssp. schlectendalii-type,43,Araceae,Anthurium,,
Artemisia afra,43,Asteraceae,Artemisia,afra,
Asteroideae (type 3),43,Asteraceae,,,
Baccharis (type B),43,Asteraceae,Baccharis,,
Betula (>25 µm),43,Betulaceae,Betula,,
Betula/Myrica,43,NA,NA,,
Brachysporium (type HdV-359),43,NA,NA,NA,
Butyrospermum,43,NA,NA,NA,
Centropyxis-type,43,NA,NA,NA,
cf. Botrychium,43,Ophioglossaceae,Botrychium,,
cf. Cercocarpus,43,Rosaceae,Cercocarpus,,
cf. Taraxacum,43,NA,NA,NA,
Chamissoa,43,Amaranthaceae,Chamissoa,,
Cyathea (baculate),43,Cyatheaceae,Cyathea,,
Dipteryx sp.,43,Fabaceae,Dipteryx,,
Distylium stellare,43,Hamamelidaceae,Distylium,stellare,
Dodonaea hispidula,43,Sapindaceae,Dodonaea,hispidula,
Donatia fascicularis,43,Stylidiaceae,Donatia,fascicularis,
Endospermum,43,Euphorbiaceae,Endospermum,,
Erica ciliaris-type,43,Ericaceae,Erica,,
Flabellaria-type paniculata,43,NA,NA,NA,
Geissanthus,43,Primulaceae,Geissanthus,,
Geniostoma,43,Loganiaceae,Geniostoma,,
Gunnera perpensa,43,Gunneraceae,Gunnera,perpensa,
Helicteres,43,Malvaceae,Helicteres,,
Kretzschmaria deusta,43,NA,NA,NA,
Lecaniodiscus-type cupanioides,43,NA,NA,NA,
Loxopterygium,43,Anacardiaceae,Loxopterygium,,
Lycopodiaceae: Lycopodium-type (type 2),43,NA,NA,NA,
Lycopus europaeus,43,Lamiaceae,Lycopus,europaeus,
Lygodium (type 1),43,Lygodiaceae,Lygodium,,
Lysimachia nemorum,43,Primulaceae,Lysimachia,nemorum,
Machaerium/Byrsonima (type 2),43,NA,NA,NA,
Maquira,43,Moraceae,Maquira,,
Mauritia aff. M. flexuosa,43,Arecaceae,Mauritia,,
Microthyrium sp.? (Type 8B),43,NA,NA,NA,
Mitragyna-type inermis,43,NA,NA,NA,
Norantea,43,Marcgraviaceae,Norantea,,
Onosma,43,Boraginaceae,Onosma,,
Persicaria maculosa comp.,43,Polygonaceae,Persicaria,,
Picea rubens-type,43,NA,NA,NA,
Poaceae (20-25 µm),43,Poaceae,,,
Poaceae (25-30 µm),43,Poaceae,,,
Poaceae (30-35 µm),43,Poaceae,,,
Poaceae (type 4),43,Poaceae,,,
Poaceae (type B),43,Poaceae,,,
Psoralea,43,Fabaceae,Psoralea,,
"Pteridophyta (monolete, perine)",43,NA,NA,NA,
Quercus cf. Q. suber,43,Fagaceae,Quercus,,
Saxifraga cernua/S. rivularis,43,Saxifragaceae,Saxifraga,,
Tarchonantheae,43,,,,
Trattinnickia,43,Burseraceae,Trattinnickia,,
Unknown (monosulcate),43,NA,NA,NA,
Viburnum/Sambucus,43,Viburnaceae,NA,,
Agrimonia,42,Rosaceae,Agrimonia,,
Anagallis tenella,42,Primulaceae,Lysimachia,tenella,
Animalia,42,NA,NA,NA,
"Apiaceae (type 555, Kuhry 1988)",42,Apiaceae,,,
Arenaria serpyllifolia-type,42,Caryophyllaceae,Arenaria,,
Arnium-type,42,NA,NA,NA,
Asteroideae (15 µm),42,Asteraceae,,,
Bauhinia-type,42,NA,NA,NA,
Bistorta elliptica,42,Polygonaceae,Persicaria,bistorta,
Bupleurum falcatum-type,42,Apiaceae,Bupleurum,,
Calamus deerratus,42,Arecaceae,Calamus,deerratus,
Celtis sp.,42,Cannabaceae,Celtis,,
Centaurium-type,42,NA,NA,NA,
cf. Diapensia lapponica,42,Diapensiaceae,Diapensia,,
cf. Gentiana,42,Gentianaceae,Gentiana,,
Chamaedorea,42,Arecaceae,Chamaedorea,,
Combretum-type,42,NA,NA,NA,
Croton/Neoboutonia,42,Euphorbiaceae,NA,,
Curatella americana (type 2),42,Dilleniaceae,Curatella,americana,
"Cyathea (trilete, psilate)",42,Cyatheaceae,Cyathea,,
Desmidiospora,42,NA,NA,NA,
Dinoflagellata indet.,42,NA,NA,NA,
Dioscorea communis,42,Dioscoreaceae,Dioscorea,communis,
Dodonaea viscosa subsp. cuneata,42,Sapindaceae,Dodonaea,,
Erythrococca-type (type 3),42,NA,NA,NA,
Fraxinus cf. F. nigra,42,Oleaceae,Fraxinus,,
Galium/Rubia,42,Rubiaceae,NA,,
Gonocarpus/Myriophyllum,42,NA,NA,,
Hedysarum cf. H. hedysaroides,42,Fabaceae,Hedysarum,,
Hedysarum/Ebenus,42,Fabaceae,NA,,
Heteropterys,42,Malpighiaceae,Heteropterys,,
Humulus/Cannabis/Urtica,42,NA,NA,,
Hymenodictyon floribundum-type,42,Rubiaceae,Hymenodictyon,,
Indeterminable (type B),42,NA,NA,NA,
Luehea,42,Malvaceae,Luehea,,
Mentha aquatica,42,Lamiaceae,Mentha,aquatica,
Mitragyna stipulosa-type,42,Rubiaceae,Mitragyna,,
Morus rubra-type,42,Moraceae,Morus,,
"Mougeotia cf. M. punctata (type 313F, HdV)",42,NA,NA,NA,
Myricaceae undiff.,42,Myricaceae,,,
Myrtaceae (type B),42,Myrtaceae,,,
Oxytropis maydelliana-type,42,Fabaceae,Oxytropis,,
Persoonia,42,Proteaceae,Persoonia,,
Phytolacca-type,42,NA,NA,NA,
Pinus eldarica-type,42,Pinaceae,Pinus,,
Plantago cf. P. varia,42,Plantaginaceae,Plantago,,
Poa/Festuca-type,42,Poaceae,Poa,,
Podocarpaceae undiff.,42,Podocarpaceae,,,
Podocarpus undiff.,42,Podocarpaceae,Podocarpus,,
Potentilla micrantha-type,42,Rosaceae,Potentilla,,
Proteaceae cf. Orites,42,NA,NA,NA,
Rhizophora racemosa-type,42,Rhizophoraceae,Rhizophora,,
Sesbania sesban,42,Fabaceae,Sesbania,sesban,
Sorbus aria,42,Rosaceae,Sorbus,aria,
Sporormiella undiff.,42,NA,NA,NA,
Tofieldia pusilla,42,Tofieldiaceae,Tofieldia,pusilla,
Trichilia-type,42,NA,NA,NA,
"Unknown (trilete, scabrate)",42,NA,NA,NA,
"Unknown (type 38, HdV)",42,NA,NA,NA,
Valeriana (type 1),42,Caprifoliaceae,Valeriana,,
Valeriana stenophylla-type,42,Caprifoliaceae,Valeriana,,
Aerva lanata,41,Amaranthaceae,Aerva,lanata,
Amaranthaceae (>20 µm),41,Amaranthaceae,,,
Androsace-type,41,NA,NA,NA,
Anthoxanthum,41,Poaceae,Anthoxanthum,,
Asteroideae (type 2),41,Asteraceae,,,
Calycera,41,Calyceraceae,Calycera,,
Camassia,41,Asparagaceae,Camassia,,
Canthium schimperianum,41,Rubiaceae,Psydrax,schimperianus,
Centropyxis aculeata-type,41,NA,NA,NA,
cf. Arabis,41,Brassicaceae,Arabis,,
cf. Genista,41,Fabaceae,Genista,,
cf. Syringa subg. Ligustrina,41,NA,NA,NA,
Chaetachme aristata,41,Ulmaceae,Chaetachme,aristata,
Chenopodium album,41,Amaranthaceae,Chenopodium,album,
Cissampelos cf. C. mucronata,41,Menispermaceae,Cissampelos,,
Coryloideae,41,NA,NA,NA,
Corymbia,41,Myrtaceae,Corymbia,,
Cyathea (35 µm),41,Cyatheaceae,Cyathea,,
Desfontainia,41,Columelliaceae,Desfontainia,,
Didymopanax-type,41,NA,NA,NA,
Dracaena,41,Asparagaceae,Dracaena,,
Erica-type arborea,41,NA,NA,NA,
Ericales (tetrad),41,,,,
Erythroxylum citrifolium/suberosum (type 3),41,Erythroxylaceae,Erythroxylum,,
Euonymus europaeus,41,Celastraceae,Euonymus,europaeus,
Faboideae (type 2),41,NA,NA,NA,
Ficus (type 1),41,Moraceae,Ficus,,
Flueggea virosa-type,41,Phyllanthaceae,Flueggea,,
Fungi (type 54),41,NA,NA,NA,
Haloragis sim.,41,Haloragaceae,Haloragis,,
Huperzia (type II),41,Lycopodiaceae,Huperzia,,
Hydrocotyle ranunculoides,41,Araliaceae,Hydrocotyle,ranunculoides,
Indeterminable (type C),41,NA,NA,NA,
Isertia,41,Rubiaceae,Isertia,,
Lagarostrobos franklinii,41,Podocarpaceae,Lagarostrobos,franklinii,
Lycopodiaceae: Lycopodium-type (type 1),41,NA,NA,NA,
Lycopodium annotinum/Diphasiastrum alpinum,41,NA,NA,NA,
Maianthemum bifolium,41,Asparagaceae,Maianthemum,bifolium,
Nardus,41,Poaceae,Nardus,,
Nothofagus undiff.,41,Nothofagaceae,Nothofagus,,
Osmundaceae cf. Osmundastrum cinnamomeum,41,NA,NA,NA,
Phaulopsis-type,41,NA,NA,NA,
Poaceae (80 µm),41,Poaceae,,,
"Pteridophyta (type I, monolete, verrucate)",41,NA,NA,NA,
Purdiaea,41,Clethraceae,Purdiaea,,
Quercus cf. Q. robur,41,Fagaceae,Quercus,,
Quercus vaccinifolia,41,Fagaceae,Quercus,,
Restio,41,Restionaceae,Restio,,
Salix caroliniana-type,41,Salicaceae,Salix,,
Selaginella denticulata-type,41,Selaginellaceae,Selaginella,,
Tabernaemontana,41,Apocynaceae,Tabernaemontana,,
Telopea,41,Proteaceae,Telopea,,
Torilis arvensis-type,41,Apiaceae,Torilis,,
Trinia glauca,41,Apiaceae,Trinia,glauca,
Typha (monad),41,Typhaceae,Typha,,
Unknown (type 119),41,NA,NA,NA,
Unknown (type 610),41,NA,NA,NA,
Vaccinium vitis-idaea,41,Ericaceae,Vaccinium,vitis-idaea,
Acalypha cf. A. crenata,40,Euphorbiaceae,Acalypha,,
Alchornea (type 4),40,Euphorbiaceae,Alchornea,,
Anthoceros (echinate),40,Anthocerotaceae,Anthoceros,,
Bersama abyssinica-type,40,Francoaceae,Bersama,,
Brunellia,40,Brunelliaceae,Brunellia,,
Casuarina (<23 µm),40,Casuarinaceae,Casuarina,,
Celosia trigyna,40,Amaranthaceae,Celosia,trigyna,
Ceratiola ericoides-type,40,Ericaceae,Ceratiola,,
cf. Bistorta bistortoides,40,Polygonaceae,Bistorta,,
cf. Brasenia schreberi,40,Cabombaceae,Brasenia,,
cf. Cytisus,40,NA,NA,NA,
Combretum-type aculeatum,40,NA,NA,NA,
Conochilus hippocrepis,40,NA,NA,NA,
Coptosperma-type graveolens,40,NA,NA,NA,
Crossopteryx febrifuga,40,Rubiaceae,Crossopteryx,febrifuga,
Dioclea-type,40,NA,NA,NA,
Dyadosporites,40,NA,NA,NA,
Ericaceae (type I),40,Ericaceae,,,
"Eudicotyledoneae (tricolporate, psilate, thin exine)",40,NA,NA,NA,
"Eudicotyledoneae (tricolporate, spherical, reticulate, 24 µm)",40,NA,NA,NA,
Fabaceae (herbs),40,Fabaceae,,,
Foeniculum-type,40,NA,NA,NA,
"Fungi (type 305, HdV)",40,NA,NA,NA,
Hordeum/Triticum-type,40,Poaceae,Hordeum,,
Ilex/Nemopanthus undiff.,40,NA,NA,NA,
Iva undiff.,40,NA,NA,NA,
Lacmellea-type,40,NA,NA,NA,
Lecythidaceae undiff.,40,Lecythidaceae,,,
Meum athamanticum-type,40,Apiaceae,Meum,,
Mikania-type,40,NA,NA,NA,
Musanga,40,Urticaceae,Musanga,,
Mutisia-type,40,NA,NA,NA,
Olinia,40,Penaeaceae,Olinia,,
Phlox-type,40,NA,NA,NA,
Pinus (<70 μm),40,Pinaceae,Pinus,,
Pinus (>70 μm),40,Pinaceae,Pinus,,
Pinus halepensis,40,Pinaceae,Pinus,halepensis,
Pleopeltis,40,Polypodiaceae,Pleopeltis,,
"Poaceae (type 2, 21 µm)",40,Poaceae,,,
"Poaceae (type 3, 24 µm)",40,Poaceae,,,
"Poaceae (type 5, 28 µm)",40,Poaceae,,,
Poaceae (type 8),40,Poaceae,,,
Protium (type I),40,Burseraceae,Protium,,
Prunus spinosa,40,Rosaceae,Prunus,spinosa,
Psychotria cf. P. carthagenensis,40,Rubiaceae,Psychotria,,
Pteris-type vittata,40,NA,NA,NA,
Pyrola,40,Ericaceae,Pyrola,,
Quinchamalium,40,Schoepfiaceae,Quinchamalium,,
Reseda/Sesamoides,40,Resedaceae,NA,,
Rumex longifolius,40,Polygonaceae,Rumex,longifolius,
Sambucus cf. S. racemosa,40,Viburnaceae,Sambucus,,
Sloanea (floribunda),40,Elaeocarpaceae,Sloanea,,
Solanaceae (type 16),40,Solanaceae,,,
Turrillia,40,Proteaceae,Turrillia,,
Unknown (fenestrae),40,NA,NA,NA,
Unknown (globose),40,NA,NA,NA,
Unknown (long spines),40,NA,NA,NA,
10% KOH extraction,39,NA,NA,NA,
Acer-type,39,NA,NA,NA,
"Algae?(type 128, HdV)",39,NA,NA,NA,
Anemone subg. Anemone,39,NA,NA,NA,
Archerella flavum-type,39,NA,NA,NA,
Arrabidaea-type,39,NA,NA,NA,
Artemisia sensu stricto,39,Asteraceae,Artemisia,,
Baphia-type,39,NA,NA,NA,
Botryococcus spp.,39,NA,NA,NA,
Bridelia micrantha,39,Phyllanthaceae,Bridelia,micrantha,
Campyloneurum phyllitidis,39,Polypodiaceae,Campyloneurum,phyllitidis,
Canthium-type,39,NA,NA,NA,
Casuarina equisetifolia,39,Casuarinaceae,Casuarina,equisetifolia,
cf. Gentianaceae,39,Gentianaceae,,,
Colchicum-type,39,NA,NA,NA,
Corylus maxima,39,Betulaceae,Corylus,maxima,
Crassula granvikii-type,39,Crassulaceae,Crassula,,
Crataegus monogyna-type,39,Rosaceae,Crataegus,,
Cupania,39,Sapindaceae,Cupania,,
Cyathea (25 µm),39,Cyatheaceae,Cyathea,,
Dysoxylum,39,Meliaceae,Dysoxylum,,
Ericaceae cf. Calluna,39,NA,NA,NA,
Euphorbia-type hirta,39,NA,NA,NA,
Fagonia,39,Zygophyllaceae,Zygophyllum,,
"Fungi (type1, UAB)",39,NA,NA,NA,
Gelasinospora undiff.,39,NA,NA,NA,
Gentianaceae-type,39,NA,NA,NA,
Glischrocaryon,39,Haloragaceae,Glischrocaryon,,
Guiera senegalensis,39,Combretaceae,Guiera,senegalensis,
Hydrophyllum,39,Boraginaceae,Hydrophyllum,,
Kiggelaria,39,Achariaceae,Kiggelaria,,
Lilium martagon,39,Liliaceae,Lilium,martagon,
Maclura,39,Moraceae,Maclura,,
Melampyrum pratense,39,Orobanchaceae,Melampyrum,pratense,
Melastoma,39,Melastomataceae,Melastoma,,
Milligania,39,Asteliaceae,Milligania,,
Myrtaceae cf. Syzygium,39,NA,NA,NA,
Nymphaea lotus,39,Nymphaeaceae,Nymphaea,lotus,
Opilia,39,Opiliaceae,Opilia,,
Pedicularis groenlandica-type,39,Orobanchaceae,Pedicularis,,
Pinaceae (crumpled),39,Pinaceae,,,
Plantago sericea-type,39,Plantaginaceae,Plantago,,
"Pleospora sp. (type 3, HdV)",39,NA,NA,NA,
Poaceae (Cerealia-type) cf. Hordeum,39,Poaceae,,,
"Poaceae (type 7, 35 µm)",39,Poaceae,,,
Polydora serratuloides-type,39,Asteraceae,Crystallopollen,,
Ranunculaceae (type 2),39,Ranunculaceae,,,
Ruppia maritima-type,39,Ruppiaceae,Ruppia,,
Saxifraga tricuspidata-type,39,Saxifragaceae,Saxifraga,,
Shirakiopsis elliptica-type,39,Euphorbiaceae,Shirakiopsis,,
Shirakiopsis-type elliptica,39,NA,NA,NA,
Tetrapterys,39,Malpighiaceae,Tetrapterys,,
Ulmaceae cf. Ampelocera,39,NA,NA,NA,
"Unknown (trilete, 25 µm)",39,NA,NA,NA,
Unonopsis,39,Annonaceae,Unonopsis,,
Xymalos,39,Monimiaceae,Xymalos,,
Alchornea (type A),38,Euphorbiaceae,Alchornea,,
Alchornea undiff.,38,Euphorbiaceae,Alchornea,,
Amorpha canescens,38,Fabaceae,Amorpha,canescens,
Athrotaxis,38,Cupressaceae,Athrotaxis,,
Borago,38,Boraginaceae,Borago,,
Borassus-type,38,NA,NA,NA,
Botrychium boreale,38,Ophioglossaceae,Botrychium,boreale,
Bryophyta (trilete),38,,,,
Caesalpinioideae (18 µm),38,Fabaceae,,,
Capparaceae/Fabaceae,38,NA,,,
Casearia (reticulate),38,Salicaceae,Casearia,,
Catalpa speciosa,38,Bignoniaceae,Catalpa,speciosa,
Cerastium cf. C. arvense,38,Caryophyllaceae,Cerastium,,
cf. Ceratophyllum demersum,38,Ceratophyllaceae,Ceratophyllum,,
Coniferae (bisaccate) undiff.,38,NA,NA,NA,
Cupaniopsis,38,Sapindaceae,Cupaniopsis,,
Daphne gnidium,38,Thymelaeaceae,Daphne,gnidium,
Diapensia,38,Diapensiaceae,Diapensia,,
Dicliptera,38,Acanthaceae,Dicliptera,,
Diphasiastrum undiff.,38,Lycopodiaceae,Lycopodium,,
Droseraceae,38,Droseraceae,,,
Dyschoriste-type,38,NA,NA,NA,
Ericaceae (type II),38,Ericaceae,,,
"Gelasinospora sp. (type 1, HdV)",38,NA,NA,NA,
Geum cf. G. rivale,38,Rosaceae,Geum,,
Hyalosphenia subflava,38,NA,NA,NA,
Hyptis-type,38,NA,NA,NA,
Hystrix (type B),38,Poaceae,Elymus,,
Lophostemon/Syncarpia hillii,38,NA,NA,NA,
Lotus undiff.,38,Fabaceae,Lotus,,
Lysipomia (Rhizocephalum sensu stricto),38,Campanulaceae,Lysipomia,,
Malva-type,38,NA,NA,NA,
Margaritaria nobilis,38,Phyllanthaceae,Margaritaria,nobilis,
Microstachys corniculata,38,Euphorbiaceae,Microstachys,corniculata,
Myracrodruon urundeuva (type 2),38,Anacardiaceae,Myracrodruon,urundeuva,
Oribatida,38,NA,NA,NA,
Oxypolis-type,38,NA,NA,NA,
Pentzia,38,Asteraceae,Pentzia,,
"Poaceae (type 6, 31 µm)",38,Poaceae,,,
Polygonatum,38,Asparagaceae,Polygonatum,,
"Polypodiophyta (trilete, echinate, type-I)",38,NA,NA,NA,
Pomaderris elliptica,38,Rhamnaceae,Pomaderris,elliptica,
Poterium sanguisorba subsp. sanguisorba,38,Rosaceae,Sanguisorba,minor,
Rhizophora apiculata,38,Rhizophoraceae,Rhizophora,apiculata,
Schefflera abyssinica-type,38,Araliaceae,Schefflera,,
Sedum/Rhodiola cf. R. rosea,38,NA,NA,NA,
Serjania/Cupania-type,38,Sapindaceae,Serjania,,
Silaum silaus-type,38,Apiaceae,Silaum,,
Stenochlaena comp.,38,Blechnaceae,Stenochlaena,,
Tacca,38,Dioscoreaceae,Tacca,,
Tillandsia,38,Bromeliaceae,Tillandsia,,
Trilepisium madagascariense-type,38,Moraceae,Trilepisium,,
Unknown (Echinules),38,NA,NA,NA,
"Unknown (trilete, 35 µm)",38,NA,NA,NA,
"Unknown (trilete, psilate, >50 µm)",38,NA,NA,NA,
Weinmannia (type 1),38,Cunoniaceae,Weinmannia,,
Aconitum lycoctonum subsp. septentrionale,37,Ranunculaceae,Aconitum,,
Adoxa moschatellina,37,Viburnaceae,Adoxa,moschatellina,
Anthemis/Aster-type,37,Asteraceae,Anthemis,,
Anthostema senegalense,37,Euphorbiaceae,Anthostema,senegalense,
Araceae cf. Anthurium-type,37,Araceae,,,
"Arecaceae-type (Mauritius type 54a, de Boer)",37,NA,NA,NA,
Arenaria festucoides,37,Caryophyllaceae,Arenaria,festucoides,
Artemisia alba-type,37,Asteraceae,Artemisia,,
Atraphaxis-type,37,NA,NA,NA,
Attalea,37,Arecaceae,Attalea,,
Blechnaceae undiff.,37,Blechnaceae,,,
Bryophyta (psilate),37,,,,
Caesalpinia-type,37,NA,NA,NA,
Cassia mimosoides-type,37,Fabaceae,Cassia,,
Cassiope tetragona,37,Ericaceae,Cassiope,tetragona,
Centropyxis discoides,37,NA,NA,NA,
cf. Cyathea,37,Cyatheaceae,Cyathea,,
cf. Dennstaedtia,37,Dennstaedtiaceae,Dennstaedtia,,
cf. Fraxinus,37,Oleaceae,Fraxinus,,
cf. Palicourea,37,Rubiaceae,Palicourea,,
Chrysophyllum viride-type,37,Sapotaceae,Chrysophyllum,,
Cissus-type quadrangularis,37,NA,NA,NA,
Ehretia,37,Boraginaceae,Ehretia,,
Elytranthe,37,Loranthaceae,Elytranthe,,
Eucalyptus 1,37,Myrtaceae,Eucalyptus,,
Ferdinandusa,37,Rubiaceae,Ferdinandusa,,
"Fungi (type 563, Kuhry 1988)",37,NA,NA,NA,
"Geoglossum sphagnophilum (type 77A, HdV)",37,NA,NA,NA,
Globularia,37,Plantaginaceae,Globularia,,
Gunnera manicata,37,Gunneraceae,Gunnera,manicata,
Hedysarum-type,37,NA,NA,NA,
Helicia,37,Proteaceae,Helicia,,
Khaya,37,Meliaceae,Khaya,,
Leontopodium-type,37,NA,NA,NA,
Lithospermum,37,Boraginaceae,Lithospermum,,
Lycopodium annotinum-type/L. clavatum-type,37,Lycopodiaceae,Lycopodium,,
Machaerium/Dalbergia/Byrsonima,37,NA,NA,,
Mutisia,37,Asteraceae,Mutisia,,
Myriophyllum cf. M. spicatum,37,Haloragaceae,Myriophyllum,,
Neoboutonia-type,37,NA,NA,NA,
Orlaya,37,Apiaceae,Orlaya,,
Palaquium,37,Sapotaceae,Palaquium,,
Pandanus spiralis,37,Pandanaceae,Pandanus,spiralis,
Pemphis,37,Lythraceae,Pemphis,,
Perezia,37,Asteraceae,Perezia,,
Persicaria cf. P. lapathifolia,37,Polygonaceae,Persicaria,,
Phebalium squameum-type,37,Rutaceae,Phebalium,,
Pinus clausa-type,37,Pinaceae,Pinus,,
Pinus pumila-type,37,Pinaceae,Pinus,,
Plantago media/P. atrata-type,37,Plantaginaceae,Plantago,,
"Poaceae (type 4, 26 µm)",37,Poaceae,,,
Psidium,37,Myrtaceae,Psidium,,
Ranunculus pensylvanicus-type,37,Ranunculaceae,Ranunculus,,
Scandix pecten-veneris,37,Apiaceae,Scandix,pecten-veneris,
Sebaea,37,Gentianaceae,Sebaea,,
Solanum (type 4),37,Solanaceae,Solanum,,
Symphytum officinale,37,Boraginaceae,Symphytum,officinale,
Terminalia benzoin,37,Combretaceae,Terminalia,,
Torilis japonica-type,37,Apiaceae,Torilis,,
"Unknown (monolete, scabrate)",37,NA,NA,NA,
"Unknown (type B77, Melief 1985)",37,NA,NA,NA,
Unknown (type X),37,NA,NA,NA,
Xanthostemon,37,Myrtaceae,Xanthostemon,,
Acritarch sp. A,36,NA,NA,NA,
Aidia-type,36,NA,NA,NA,
Algae (reticulate),36,NA,NA,NA,
Balanites aegyptiaca,36,Zygophyllaceae,Balanites,aegyptiaca,
Boscia,36,Capparaceae,Boscia,,
Brassicaceae (large),36,Brassicaceae,,,
Bunchosia-type,36,NA,NA,NA,
Caiophora-type,36,NA,NA,NA,
Calligonum-type,36,NA,NA,NA,
Calpocalyx-type letestui,36,NA,NA,NA,
Carapa/Ekebergia,36,Meliaceae,NA,,
Ceiba pentandra/Cochlospermum,36,NA,NA,NA,
Celtis/Holoptelea (tetraporate),36,NA,NA,NA,
Centaurium pulchellum,36,Gentianaceae,Centaurium,pulchellum,
cf. Ardisia,36,NA,NA,NA,
cf. Urtica,36,Urticaceae,Urtica,,
Chamaenerion angustifolium-type,36,Onagraceae,Epilobium,,
Chelidonium,36,Papaveraceae,Chelidonium,,
Cissus-type,36,NA,NA,NA,
Claytonia sarmentosa,36,Montiaceae,Claytonia,sarmentosa,
Cleome serrata,36,Cleomaceae,Cleome,serrata,
Cola-type,36,NA,NA,NA,
Colophospermum mopane,36,Fabaceae,Colophospermum,mopane,
Commelina benghalensis,36,Commelinaceae,Commelina,benghalensis,
Corymbia ptychocarpa,36,Myrtaceae,Corymbia,ptychocarpa,
Cyathea (type II),36,Cyatheaceae,Cyathea,,
detritus undiff.,36,NA,NA,NA,
Dictyomitra formosa,36,NA,NA,NA,
Doryopteris,36,Pteridaceae,Hemionitis,,
Elaphoglossum/Asplenium,36,NA,NA,,
Ephedra distachya/E. major subsp. major,36,Ephedraceae,Ephedra,,
Flindersia,36,Rutaceae,Flindersia,,
Fossombronia,36,Fossombroniaceae,Fossombronia,,
gyttja,36,NA,NA,NA,
Helicosporium,36,NA,NA,NA,
Holarrhena-type,36,NA,NA,NA,
Juncus scheuchzerioides,36,Juncaceae,Juncus,scheuchzerioides,
Liliaceae sensu lato,36,Liliaceae,,,
Linum undiff.,36,Linaceae,Linum,,
Lycopodium obscurum-type,36,Lycopodiaceae,Lycopodium,,
Lysipomia laciniata-type,36,Campanulaceae,Lysipomia,,
Magnoliaceae,36,Magnoliaceae,,,
Mimosa pigra,36,Fabaceae,Mimosa,pigra,
"mimosoid clade (type II, cf. Acacia)",36,NA,NA,NA,
Monactinus simplex (type clathratum),36,NA,NA,NA,
Nothofagus dombeyi-type undiff.,36,Nothofagaceae,Nothofagus,,
Orobanchaceae tribe Rhinantheae,36,Orobanchaceae,,,
Physalis/Solanum,36,Solanaceae,NA,,
Pinus haploxylon-type,36,Pinaceae,Pinus,,
Plagiogyria (smooth),36,Plagiogyriaceae,Plagiogyria,,
Plantae (aquatics),36,,,,
Plantago antarctica,36,Plantaginaceae,Plantago,antarctica,
Plantago sericea,36,Plantaginaceae,Plantago,sericea,
Poaceae (annulus <12 µm),36,Poaceae,,,
Poaceae (type 1),36,Poaceae,,,
Polypodiisporites usmensis,36,NA,NA,NA,
"Polypodiophyta (trilete, reticulate)",36,NA,NA,NA,
Primula vulgaris-type,36,Primulaceae,Primula,,
Protium (type II),36,Burseraceae,Protium,,
Psilamonocolpites sp.,36,NA,NA,NA,
Rhizophora mucronata-type,36,Rhizophoraceae,Rhizophora,,
Scenedesmus undiff.,36,NA,NA,NA,
Sonneratia gulngai,36,Lythraceae,Sonneratia,,
Succisa pratensis-type,36,Caprifoliaceae,Succisa,,
Terminalia-type,36,NA,NA,NA,
Tsuga diversifolia,36,Pinaceae,Tsuga,diversifolia,
Uapaca lissopyrena-type,36,Phyllanthaceae,Uapaca,,
"Unknown (monolete, psilate, large)",36,NA,NA,NA,
"Unknown (monolete, reticulate)",36,NA,NA,NA,
Unknown (type 18),36,NA,NA,NA,
"Unknown (type 598, Kuhry 1984, Bryophyta?)",36,NA,NA,NA,
Vismia-type,36,NA,NA,NA,
Agave,35,Asparagaceae,Agave,,
Alnus viridis subsp. suaveolens,35,Betulaceae,Alnus,alnobetula,
"Anadenanthera (polyad, type 8)",35,Fabaceae,Anadenanthera,,
Apiaceae (small),35,Apiaceae,,,
Armeria maritima (type A),35,Plumbaginaceae,Armeria,maritima,
Bocoa,35,Fabaceae,Bocoa,,
Bombacoideae undiff.,35,NA,NA,NA,
Cerastium afromontanum-type,35,Caryophyllaceae,Cerastium,,
